id_envio,id_cliente,cliente,cidade_cliente,estado_cliente,id_veiculo,veiculo,placa,categoria_veiculo,cd_origem,cidade_origem,estado_origem,cd_destino,cidade_destino,estado_destino,data_postagem,data_previsao_entrega,data_entrega_real,valor_frete,peso_carga
737,507,Beatriz da Mota,da Paz,PI,30,DAF XF 480,KSZ8486,3,CD Guarulhos,Guarulhos,SP,CD Caxias do Sul,Caxias do Sul,RS,2026-06-04 22:26:11,2026-06-09 22:26:11,2026-06-18 22:26:11,1634.6,1878.564
747,507,Beatriz da Mota,da Paz,PI,27,Scania P320,DCB9288,3,CD Maceió,Maceió,AL,CD Parnaíba,Parnaíba,PI,2026-03-01 17:10:56,2026-03-15 17:10:56,,1052.5,1401.932
480,508,Sr. Davi Lucca Duarte,Souza,PA,21,Mercedes-Benz Sprinter,WDM2991,3,CD Mossoró,Mossoró,RN,CD Niterói,Niterói,RJ,2026-02-23 21:14:31,2026-03-03 21:14:31,,1114.77,1881.406
65,509,Gael Pacheco,Silva Verde,TO,23,Fiat Ducato,AUR0775,3,CD Curitiba,Curitiba,PR,CD Joinville,Joinville,SC,2026-03-25 07:07:55,2026-04-03 07:07:55,,1514.9,1249.978
110,509,Gael Pacheco,Silva Verde,TO,19,Ford Ranger,YTU8726,2,CD Recife,Recife,PE,CD Ponta Grossa,Ponta Grossa,PR,2026-01-21 03:01:27,2026-02-05 03:01:27,2026-02-04 03:01:27,1080.16,971.003
458,509,Gael Pacheco,Silva Verde,TO,23,Fiat Ducato,AUR0775,3,CD Vila Velha,Vila Velha,ES,CD Três Lagoas,Três Lagoas,MS,2026-01-07 12:30:18,2026-01-13 12:30:18,2026-01-11 12:30:18,816.45,1837.766
741,510,Bryan Sampaio,Gonçalves do Amparo,PE,22,Renault Master,JVZ8251,3,CD Canoas,Canoas,RS,CD Novo Hamburgo,Novo Hamburgo,RS,2026-04-18 05:16:43,2026-04-30 05:16:43,,668.56,1286.117
165,511,Pietra Brito,Campos de Souza,RO,18,Chevrolet S10,HFY7172,2,CD Niterói,Niterói,RJ,CD Rio Branco,Rio Branco,AC,2026-05-09 20:48:39,2026-05-11 20:48:39,2026-05-26 20:48:39,450.43,526.758
392,511,Pietra Brito,Campos de Souza,RO,23,Fiat Ducato,AUR0775,3,CD Volta Redonda,Volta Redonda,RJ,CD Araçatuba,Araçatuba,SP,2026-04-13 14:25:27,2026-04-26 14:25:27,2026-04-27 14:25:27,1520.31,1411.747
867,514,Mateus Silveira,Camargo,DF,10,Jeep Renegade,NWO5725,1,CD Governador Valadares,Governador Valadares,MG,CD Uberlândia,Uberlândia,MG,2026-05-08 19:40:11,2026-05-10 19:40:11,2026-05-10 19:40:11,65.21,43.007
941,515,Maria Cecília das Neves,Nascimento,GO,17,Toyota Hilux,XHD6644,2,CD Canoas,Canoas,RS,CD Feira de Santana,Feira de Santana,BA,2026-04-20 14:34:02,2026-04-24 14:34:02,,282.1,241.201
56,516,Catarina Cirino,Novaes da Prata,RJ,29,Iveco Tector 240E30,KIW4424,3,CD Duque de Caxias,Duque de Caxias,RJ,CD Caxias do Sul,Caxias do Sul,RS,2026-04-01 00:01:48,2026-04-10 00:01:48,2026-04-04 00:01:48,1773.62,1591.121
205,517,Maria Luiza Montenegro,Camargo,SC,19,Ford Ranger,YTU8726,2,CD Porto Alegre,Porto Alegre,RS,CD Palmas,Palmas,TO,2026-03-07 07:00:11,2026-03-21 07:00:11,2026-03-16 07:00:11,349.97,375.102
585,517,Maria Luiza Montenegro,Camargo,SC,18,Chevrolet S10,HFY7172,2,CD Governador Valadares,Governador Valadares,MG,CD Imperatriz,Imperatriz,MA,2026-06-13 02:04:38,2026-06-28 02:04:38,,413.21,712.867
845,517,Maria Luiza Montenegro,Camargo,SC,21,Mercedes-Benz Sprinter,WDM2991,3,CD Cascavel,Cascavel,PR,CD São Carlos,São Carlos,SP,2026-05-01 03:15:04,2026-05-09 03:15:04,2026-05-03 03:15:04,955.64,1349.208
484,518,Dra. Maria Sophia Cunha,Gonçalves,BA,17,Toyota Hilux,XHD6644,2,CD Curitiba,Curitiba,PR,CD Araçatuba,Araçatuba,SP,2026-02-02 02:56:07,2026-02-04 02:56:07,2026-02-16 02:56:07,139.52,108.195
807,520,Dr. Henry Gabriel Moura,Mendes,AP,17,Toyota Hilux,XHD6644,2,CD Parnaíba,Parnaíba,PI,CD Foz do Iguaçu,Foz do Iguaçu,PR,2026-05-12 22:06:07,2026-05-21 22:06:07,2026-05-18 22:06:07,706.29,650.158
949,520,Dr. Henry Gabriel Moura,Mendes,AP,17,Toyota Hilux,XHD6644,2,CD Montes Claros,Montes Claros,MG,CD Aracaju,Aracaju,SE,2026-06-11 10:04:41,2026-06-18 10:04:41,2026-06-22 10:04:41,860.7,784.452
311,521,Dra. Catarina Fernandes,Aparecida do Norte,MT,21,Mercedes-Benz Sprinter,WDM2991,3,CD Belo Horizonte,Belo Horizonte,MG,CD Campinas,Campinas,SP,2026-04-20 00:42:32,2026-04-29 00:42:32,2026-04-28 00:42:32,1602.02,1791.195
563,521,Dra. Catarina Fernandes,Aparecida do Norte,MT,17,Toyota Hilux,XHD6644,2,CD Marília,Marília,SP,CD Jundiaí,Jundiaí,SP,2025-12-29 17:57:53,2026-01-01 17:57:53,2026-01-14 17:57:53,416.2,353.686
266,524,Cauê Duarte,Duarte das Flores,MS,20,Volkswagen Amarok,LDU5797,2,CD Mossoró,Mossoró,RN,CD Guarulhos,Guarulhos,SP,2026-02-02 14:19:52,2026-02-12 14:19:52,2026-02-06 14:19:52,342.48,551.604
87,526,Paulo Vieira,Macedo Grande,BA,17,Toyota Hilux,XHD6644,2,CD Santos,Santos,SP,CD Manaus,Manaus,AM,2026-01-08 11:39:02,2026-01-19 11:39:02,2026-01-09 11:39:02,595.37,737.128
162,526,Paulo Vieira,Macedo Grande,BA,26,Volkswagen Constellation 24.280,AEV8053,3,CD Caxias do Sul,Caxias do Sul,RS,CD São Carlos,São Carlos,SP,2026-03-02 21:00:28,2026-03-11 21:00:28,2026-03-09 21:00:28,1948.59,1982.385
679,526,Paulo Vieira,Macedo Grande,BA,28,Volvo VM 270,NOG4159,3,CD Piracicaba,Piracicaba,SP,CD Porto Alegre,Porto Alegre,RS,2026-06-17 19:49:47,2026-06-18 19:49:47,2026-06-22 19:49:47,1036.84,1018.186
853,526,Paulo Vieira,Macedo Grande,BA,20,Volkswagen Amarok,LDU5797,2,CD Caruaru,Caruaru,PE,CD Chapecó,Chapecó,SC,2026-06-28 06:32:04,2026-07-02 06:32:04,,984.47,856.646
119,528,Dra. Maria Flor da Paz,Aparecida de Carvalho,PE,19,Ford Ranger,YTU8726,2,CD Rio Verde,Rio Verde,GO,CD Palmas,Palmas,TO,2026-03-14 13:41:14,2026-03-25 13:41:14,2026-03-17 13:41:14,686.47,868.643
255,528,Dra. Maria Flor da Paz,Aparecida de Carvalho,PE,17,Toyota Hilux,XHD6644,2,CD Porto Alegre,Porto Alegre,RS,CD Presidente Prudente,Presidente Prudente,SP,2026-06-15 00:21:35,2026-06-29 00:21:35,2026-06-18 00:21:35,558.06,900.987
723,529,Pietra Dias,Novaes do Norte,MG,23,Fiat Ducato,AUR0775,3,CD Palmas,Palmas,TO,CD Parnaíba,Parnaíba,PI,2026-02-14 07:42:41,2026-02-27 07:42:41,2026-02-19 07:42:41,880.07,1010.78
908,530,Rodrigo Moraes,Gonçalves das Flores,SC,2,Fiat Uno,PLK0996,1,CD Vila Velha,Vila Velha,ES,CD Camaçari,Camaçari,BA,2026-04-09 18:07:46,2026-04-23 18:07:46,2026-04-11 18:07:46,75.5,52.461
951,531,Dra. Maria Isis Alves,Borges do Sul,TO,18,Chevrolet S10,HFY7172,2,CD Belém,Belém,PA,CD Governador Valadares,Governador Valadares,MG,2026-02-07 08:15:50,2026-02-17 08:15:50,2026-02-20 08:15:50,556.72,464.417
52,533,Sra. Alexia Castro,Fonseca da Praia,RR,17,Toyota Hilux,XHD6644,2,CD Limeira,Limeira,SP,CD Araraquara,Araraquara,SP,2026-02-01 11:54:17,2026-02-13 11:54:17,2026-02-10 11:54:17,491.3,717.428
118,535,Cecilia Caldeira,das Neves,MT,23,Fiat Ducato,AUR0775,3,CD São Paulo,São Paulo,SP,CD São Carlos,São Carlos,SP,2026-01-17 08:19:55,2026-01-25 08:19:55,2026-01-24 08:19:55,492.07,1140.233
589,536,Leonardo Brito,Ribeiro de Minas,RN,18,Chevrolet S10,HFY7172,2,CD Camaçari,Camaçari,BA,CD Goiânia,Goiânia,GO,2026-03-14 04:09:14,2026-03-18 04:09:14,2026-03-21 04:09:14,695.64,591.097
862,536,Leonardo Brito,Ribeiro de Minas,RN,18,Chevrolet S10,HFY7172,2,CD Palmas,Palmas,TO,CD Teresina,Teresina,PI,2026-06-06 19:33:03,2026-06-14 19:33:03,,617.67,814.887
282,539,Maria Eduarda Oliveira,Fogaça dos Dourados,RN,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Linhares,Linhares,ES,CD Chapecó,Chapecó,SC,2026-03-28 02:24:30,2026-04-02 02:24:30,2026-04-03 02:24:30,1981.05,1713.56
401,539,Maria Eduarda Oliveira,Fogaça dos Dourados,RN,18,Chevrolet S10,HFY7172,2,CD Criciúma,Criciúma,SC,CD Sobral,Sobral,CE,2026-04-15 01:30:28,2026-04-25 01:30:28,2026-04-29 01:30:28,181.96,189.56
294,540,Léo Jesus,Cunha,RJ,18,Chevrolet S10,HFY7172,2,CD Campinas,Campinas,SP,CD Caxias do Sul,Caxias do Sul,RS,2026-04-22 21:09:54,2026-05-06 21:09:54,2026-04-27 21:09:54,279.29,534.995
350,540,Léo Jesus,Cunha,RJ,23,Fiat Ducato,AUR0775,3,CD Santa Maria,Santa Maria,RS,CD Pelotas,Pelotas,RS,2026-02-22 23:02:24,2026-03-02 23:02:24,2026-03-09 23:02:24,893.91,1058.429
379,540,Léo Jesus,Cunha,RJ,18,Chevrolet S10,HFY7172,2,CD Feira de Santana,Feira de Santana,BA,CD Parnaíba,Parnaíba,PI,2026-05-11 09:14:23,2026-05-13 09:14:23,,133.47,264.302
934,540,Léo Jesus,Cunha,RJ,23,Fiat Ducato,AUR0775,3,CD Manaus,Manaus,AM,CD Limeira,Limeira,SP,2026-03-28 07:40:43,2026-04-06 07:40:43,,1825.35,1829.304
136,544,Vinícius Fonseca,Ferreira,SP,16,Fiat Toro,COX0501,2,CD Juazeiro do Norte,Juazeiro do Norte,CE,CD Goiânia,Goiânia,GO,2026-02-24 21:30:15,2026-03-05 21:30:15,,717.78,814.606
207,546,Juan Rocha,Mendes do Amparo,ES,20,Volkswagen Amarok,LDU5797,2,CD Caruaru,Caruaru,PE,CD Petrolina,Petrolina,PE,2026-03-02 18:27:49,2026-03-08 18:27:49,2026-03-16 18:27:49,296.48,470.526
907,547,Lucca Cassiano,Viana,MA,22,Renault Master,JVZ8251,3,CD Contagem,Contagem,MG,CD Sinop,Sinop,MT,2026-02-10 17:31:04,2026-02-19 17:31:04,2026-02-23 17:31:04,1230.95,1375.714
598,551,Benício Sampaio,Albuquerque,BA,19,Ford Ranger,YTU8726,2,CD São Luís,São Luís,MA,CD Florianópolis,Florianópolis,SC,2026-03-27 11:19:13,2026-03-31 11:19:13,2026-04-10 11:19:13,214.98,288.629
302,552,Ravi Pimenta,Farias de Viana,RN,23,Fiat Ducato,AUR0775,3,CD Osasco,Osasco,SP,CD São José dos Campos,São José dos Campos,SP,2026-03-27 22:37:32,2026-04-03 22:37:32,2026-04-02 22:37:32,1608.26,1363.157
410,554,Theo Correia,Casa Grande,RS,20,Volkswagen Amarok,LDU5797,2,CD Parnaíba,Parnaíba,PI,CD Araraquara,Araraquara,SP,2026-04-24 21:36:57,2026-04-30 21:36:57,2026-05-08 21:36:57,200.69,383.085
665,554,Theo Correia,Casa Grande,RS,15,Citroen C3,POW7674,1,CD Porto Velho,Porto Velho,RO,CD Palmas,Palmas,TO,2026-06-16 07:58:07,2026-06-27 07:58:07,,72.7,72.0
508,556,João Miguel Santos,Farias,BA,22,Renault Master,JVZ8251,3,CD Caxias do Sul,Caxias do Sul,RS,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,2026-02-09 17:12:20,2026-02-18 17:12:20,2026-02-27 17:12:20,750.2,1689.316
210,557,Ana Julia Albuquerque,Pinto do Campo,MA,17,Toyota Hilux,XHD6644,2,CD Camaçari,Camaçari,BA,CD Contagem,Contagem,MG,2026-04-07 16:46:56,2026-04-10 16:46:56,2026-04-22 16:46:56,340.47,752.032
506,557,Ana Julia Albuquerque,Pinto do Campo,MA,26,Volkswagen Constellation 24.280,AEV8053,3,CD Contagem,Contagem,MG,CD Aracaju,Aracaju,SE,2026-06-11 19:42:37,2026-06-14 19:42:37,2026-06-12 19:42:37,1259.91,1743.445
798,557,Ana Julia Albuquerque,Pinto do Campo,MA,16,Fiat Toro,COX0501,2,CD Niterói,Niterói,RJ,CD Santos,Santos,SP,2026-01-13 03:23:15,2026-01-17 03:23:15,2026-01-19 03:23:15,389.08,675.56
430,560,Caio da Cruz,Guerra,RO,20,Volkswagen Amarok,LDU5797,2,CD João Pessoa,João Pessoa,PB,CD Cuiabá,Cuiabá,MT,2026-01-28 04:03:27,2026-02-06 04:03:27,2026-02-06 04:03:27,498.04,457.322
253,562,Sr. Raul Caldeira,Marques,RR,21,Mercedes-Benz Sprinter,WDM2991,3,CD Jaboatão dos Guararapes,Jaboatão dos Guararapes,PE,CD Osasco,Osasco,SP,2026-01-07 14:06:20,2026-01-13 14:06:20,2026-01-11 14:06:20,1209.0,1783.272
263,563,Henrique Monteiro,Gomes do Campo,AC,22,Renault Master,JVZ8251,3,CD Limeira,Limeira,SP,CD Nova Iguaçu,Nova Iguaçu,RJ,2026-01-30 02:23:06,2026-02-01 02:23:06,2026-02-03 02:23:06,1757.12,1579.046
713,565,Maria Cecília Fonseca,da Cunha,RR,20,Volkswagen Amarok,LDU5797,2,CD Bauru,Bauru,SP,CD Chapecó,Chapecó,SC,2026-01-19 22:13:25,2026-02-03 22:13:25,2026-01-30 22:13:25,848.71,904.11
767,566,João Miguel Castro,da Cruz Paulista,MS,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Uberaba,Uberaba,MG,CD Campinas,Campinas,SP,2026-06-03 03:12:24,2026-06-14 03:12:24,2026-06-04 03:12:24,1233.86,1511.964
756,567,Igor Gomes,Ramos de das Neves,BA,29,Iveco Tector 240E30,KIW4424,3,CD Volta Redonda,Volta Redonda,RJ,CD Joinville,Joinville,SC,2026-03-01 13:34:31,2026-03-10 13:34:31,2026-03-06 13:34:31,927.73,1107.649
269,569,Maitê Sampaio,Câmara,DF,21,Mercedes-Benz Sprinter,WDM2991,3,CD Porto Velho,Porto Velho,RO,CD Volta Redonda,Volta Redonda,RJ,2026-04-29 13:23:21,2026-05-10 13:23:21,2026-05-14 13:23:21,1384.96,1892.846
259,573,Arthur Gabriel Nascimento,Gomes Paulista,AP,26,Volkswagen Constellation 24.280,AEV8053,3,CD Itajaí,Itajaí,SC,CD Taubaté,Taubaté,SP,2026-04-30 12:28:59,2026-05-01 12:28:59,,1680.76,1941.97
621,575,Olívia Borges,Câmara,AM,17,Toyota Hilux,XHD6644,2,CD Serra,Serra,ES,CD Betim,Betim,MG,2026-01-04 04:15:06,2026-01-05 04:15:06,2026-01-09 04:15:06,498.37,525.77
363,577,Stella Pacheco,da Paz da Mata,PE,30,DAF XF 480,KSZ8486,3,CD Itajaí,Itajaí,SC,CD Florianópolis,Florianópolis,SC,2026-05-07 11:54:44,2026-05-21 11:54:44,2026-05-23 11:54:44,500.55,1058.208
694,577,Stella Pacheco,da Paz da Mata,PE,26,Volkswagen Constellation 24.280,AEV8053,3,CD Linhares,Linhares,ES,CD Uberaba,Uberaba,MG,2026-01-06 17:40:20,2026-01-09 17:40:20,,1614.35,1385.294
467,578,Anthony Gabriel Camargo,Jesus do Amparo,GO,5,Chevrolet Onix,PIO2288,1,CD Araguaína,Araguaína,TO,CD Maringá,Maringá,PR,2026-04-24 17:16:50,2026-04-29 17:16:50,2026-05-06 17:16:50,48.11,22.042
546,579,Ana Cunha,Silveira do Amparo,RN,17,Toyota Hilux,XHD6644,2,CD Belo Horizonte,Belo Horizonte,MG,CD Limeira,Limeira,SP,2026-01-12 12:20:20,2026-01-25 12:20:20,2026-01-13 12:20:20,845.99,858.597
262,580,Luara Abreu,Cavalcante,PE,23,Fiat Ducato,AUR0775,3,CD Goiânia,Goiânia,GO,CD Serra,Serra,ES,2026-06-07 21:02:33,2026-06-21 21:02:33,,1765.17,1951.84
425,580,Luara Abreu,Cavalcante,PE,16,Fiat Toro,COX0501,2,CD Ribeirão Preto,Ribeirão Preto,SP,CD Campo Grande,Campo Grande,MS,2026-02-11 13:29:34,2026-02-13 13:29:34,2026-02-25 13:29:34,455.68,407.244
735,580,Luara Abreu,Cavalcante,PE,18,Chevrolet S10,HFY7172,2,CD Santa Maria,Santa Maria,RS,CD Vitória,Vitória,ES,2026-01-12 17:59:58,2026-01-20 17:59:58,2026-01-14 17:59:58,489.54,423.457
196,582,Stephany Nascimento,Cirino,SC,17,Toyota Hilux,XHD6644,2,CD Montes Claros,Montes Claros,MG,CD Arapiraca,Arapiraca,AL,2026-05-17 22:40:49,2026-06-01 22:40:49,2026-06-02 22:40:49,530.85,998.311
279,582,Stephany Nascimento,Cirino,SC,27,Scania P320,DCB9288,3,CD Criciúma,Criciúma,SC,CD Nova Iguaçu,Nova Iguaçu,RJ,2026-03-15 17:37:28,2026-03-23 17:37:28,2026-03-19 17:37:28,1374.78,1298.073
405,582,Stephany Nascimento,Cirino,SC,19,Ford Ranger,YTU8726,2,CD Foz do Iguaçu,Foz do Iguaçu,PR,CD Porto Alegre,Porto Alegre,RS,2026-03-26 16:44:50,2026-04-07 16:44:50,2026-04-13 16:44:50,112.2,141.33
847,582,Stephany Nascimento,Cirino,SC,16,Fiat Toro,COX0501,2,CD Joinville,Joinville,SC,CD Osasco,Osasco,SP,2026-04-12 16:22:35,2026-04-26 16:22:35,2026-04-17 16:22:35,768.0,731.117
935,582,Stephany Nascimento,Cirino,SC,24,Volkswagen Delivery 11.180,SBS6419,3,CD Mossoró,Mossoró,RN,CD Barueri,Barueri,SP,2026-04-30 06:56:06,2026-05-14 06:56:06,2026-05-04 06:56:06,1898.96,1727.64
961,583,Ayla Farias,Mendes,ES,18,Chevrolet S10,HFY7172,2,CD Criciúma,Criciúma,SC,CD Vitória da Conquista,Vitória da Conquista,BA,2026-03-01 05:41:54,2026-03-15 05:41:54,2026-03-07 05:41:54,738.54,694.907
72,584,Rafael Barros,Fogaça,SP,16,Fiat Toro,COX0501,2,CD Vila Velha,Vila Velha,ES,CD Presidente Prudente,Presidente Prudente,SP,2026-06-25 02:07:48,2026-07-07 02:07:48,,488.34,447.587
942,585,Rael Rios,Pimenta,RN,20,Volkswagen Amarok,LDU5797,2,CD Blumenau,Blumenau,SC,CD Chapecó,Chapecó,SC,2025-12-30 00:09:40,2026-01-02 00:09:40,2026-01-16 00:09:40,518.51,655.198
43,587,Fernando Rodrigues,Pereira,DF,16,Fiat Toro,COX0501,2,CD Caruaru,Caruaru,PE,CD Belém,Belém,PA,2026-04-05 17:34:06,2026-04-12 17:34:06,2026-04-06 17:34:06,168.01,133.12
323,587,Fernando Rodrigues,Pereira,DF,4,Volkswagen Polo,LIC4080,1,CD Blumenau,Blumenau,SC,CD Rondonópolis,Rondonópolis,MT,2026-04-07 09:04:46,2026-04-17 09:04:46,2026-04-23 09:04:46,47.78,36.172
494,587,Fernando Rodrigues,Pereira,DF,19,Ford Ranger,YTU8726,2,CD Rio Branco,Rio Branco,AC,CD Piracicaba,Piracicaba,SP,2026-05-01 20:26:17,2026-05-16 20:26:17,2026-05-03 20:26:17,906.03,997.607
387,588,Gabriela Leão,Araújo,ES,11,Nissan Versa,BGU2133,1,CD Sinop,Sinop,MT,CD Taubaté,Taubaté,SP,2026-06-12 20:08:09,2026-06-22 20:08:09,2026-06-27 20:08:09,71.45,58.774
520,589,Isadora Casa Grande,Macedo,MS,27,Scania P320,DCB9288,3,CD Palmas,Palmas,TO,CD São Luís,São Luís,MA,2026-06-04 23:09:14,2026-06-09 23:09:14,2026-06-21 23:09:14,1040.73,1129.809
250,590,Dr. Felipe Pires,Duarte,RJ,22,Renault Master,JVZ8251,3,CD Arapiraca,Arapiraca,AL,CD Três Lagoas,Três Lagoas,MS,2026-01-03 09:20:20,2026-01-05 09:20:20,2026-01-19 09:20:20,910.77,1444.374
474,592,Esther Casa Grande,Barros de Mendes,PB,17,Toyota Hilux,XHD6644,2,CD Campinas,Campinas,SP,CD Presidente Prudente,Presidente Prudente,SP,2026-02-25 20:32:08,2026-03-01 20:32:08,2026-03-08 20:32:08,198.32,374.236
97,593,Maria Luísa Caldeira,da Conceição,SP,24,Volkswagen Delivery 11.180,SBS6419,3,CD Uberlândia,Uberlândia,MG,CD Arapiraca,Arapiraca,AL,2026-04-25 17:46:34,2026-04-27 17:46:34,2026-04-27 17:46:34,1155.38,1611.894
560,594,Mirella Castro,Silva,PI,16,Fiat Toro,COX0501,2,CD Duque de Caxias,Duque de Caxias,RJ,CD Anápolis,Anápolis,GO,2026-03-13 03:33:01,2026-03-28 03:33:01,,170.87,130.527
854,594,Mirella Castro,Silva,PI,28,Volvo VM 270,NOG4159,3,CD Campina Grande,Campina Grande,PB,CD Duque de Caxias,Duque de Caxias,RJ,2026-01-25 22:09:16,2026-01-28 22:09:16,,1352.43,1128.202
1000,594,Mirella Castro,Silva,PI,21,Mercedes-Benz Sprinter,WDM2991,3,CD João Pessoa,João Pessoa,PB,CD Fortaleza,Fortaleza,CE,2026-05-28 10:52:15,2026-05-30 10:52:15,,2058.15,1854.533
423,595,Luna Pacheco,Pimenta da Prata,RS,18,Chevrolet S10,HFY7172,2,CD Franca,Franca,SP,CD Ribeirão Preto,Ribeirão Preto,SP,2026-01-07 22:23:30,2026-01-17 22:23:30,2026-01-15 22:23:30,477.62,568.954
668,595,Luna Pacheco,Pimenta da Prata,RS,23,Fiat Ducato,AUR0775,3,CD Dourados,Dourados,MS,CD Limeira,Limeira,SP,2026-02-04 09:48:06,2026-02-09 09:48:06,,804.35,1808.385
344,601,Luiz Fernando Jesus,Nunes de da Rosa,DF,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Brasília,Brasília,DF,CD São Paulo,São Paulo,SP,2026-05-03 21:48:01,2026-05-15 21:48:01,2026-05-09 21:48:01,1270.68,1976.328
834,601,Luiz Fernando Jesus,Nunes de da Rosa,DF,16,Fiat Toro,COX0501,2,CD Boa Vista,Boa Vista,RR,CD Linhares,Linhares,ES,2026-06-20 11:26:17,2026-06-25 11:26:17,2026-06-27 11:26:17,112.53,111.431
997,601,Luiz Fernando Jesus,Nunes de da Rosa,DF,26,Volkswagen Constellation 24.280,AEV8053,3,CD Rio Branco,Rio Branco,AC,CD Presidente Prudente,Presidente Prudente,SP,2026-06-02 02:08:02,2026-06-10 02:08:02,2026-06-03 02:08:02,1183.09,1963.268
298,604,Paulo Azevedo,Cavalcante,AP,17,Toyota Hilux,XHD6644,2,CD Niterói,Niterói,RJ,CD Imperatriz,Imperatriz,MA,2026-06-25 04:23:55,2026-07-09 04:23:55,,165.87,119.513
330,604,Paulo Azevedo,Cavalcante,AP,1,Fiat Mobi,NCM2438,1,CD Araçatuba,Araçatuba,SP,CD Montes Claros,Montes Claros,MG,2026-05-06 09:51:38,2026-05-10 09:51:38,2026-05-19 09:51:38,57.27,40.929
975,604,Paulo Azevedo,Cavalcante,AP,10,Jeep Renegade,NWO5725,1,CD Parnaíba,Parnaíba,PI,CD Caxias do Sul,Caxias do Sul,RS,2026-05-01 18:54:52,2026-05-06 18:54:52,,124.33,98.662
998,606,Srta. Maria Julia Barros,Borges,GO,27,Scania P320,DCB9288,3,CD Piracicaba,Piracicaba,SP,CD Joinville,Joinville,SC,2026-04-13 15:04:25,2026-04-17 15:04:25,2026-04-20 15:04:25,1717.96,1959.682
346,607,Pedro Miguel Martins,Ribeiro Verde,RJ,20,Volkswagen Amarok,LDU5797,2,CD Cascavel,Cascavel,PR,CD Campo Grande,Campo Grande,MS,2026-01-19 07:02:46,2026-01-30 07:02:46,2026-01-20 07:02:46,411.3,591.087
50,610,Arthur Miguel Fogaça,Ribeiro,BA,16,Fiat Toro,COX0501,2,CD Santa Maria,Santa Maria,RS,CD Uberaba,Uberaba,MG,2026-03-08 08:16:51,2026-03-11 08:16:51,,122.85,172.11
918,610,Arthur Miguel Fogaça,Ribeiro,BA,21,Mercedes-Benz Sprinter,WDM2991,3,CD Rondonópolis,Rondonópolis,MT,CD Niterói,Niterói,RJ,2026-03-06 21:11:35,2026-03-19 21:11:35,2026-03-08 21:11:35,1275.4,1737.15
101,611,Apollo Correia,Campos de Gonçalves,SE,16,Fiat Toro,COX0501,2,CD Petrolina,Petrolina,PE,CD Osasco,Osasco,SP,2026-04-09 12:20:51,2026-04-10 12:20:51,2026-04-16 12:20:51,390.95,468.797
647,612,Ana Liz Aparecida,Pimenta,PA,22,Renault Master,JVZ8251,3,CD Vila Velha,Vila Velha,ES,CD São Carlos,São Carlos,SP,2026-04-17 08:31:00,2026-04-30 08:31:00,,888.09,1217.904
739,612,Ana Liz Aparecida,Pimenta,PA,28,Volvo VM 270,NOG4159,3,CD Barueri,Barueri,SP,CD Maringá,Maringá,PR,2026-03-31 22:01:39,2026-04-01 22:01:39,,1827.54,1635.124
851,612,Ana Liz Aparecida,Pimenta,PA,22,Renault Master,JVZ8251,3,CD Marabá,Marabá,PA,CD Bauru,Bauru,SP,2026-01-01 17:42:57,2026-01-02 17:42:57,,741.46,1290.657
890,612,Ana Liz Aparecida,Pimenta,PA,16,Fiat Toro,COX0501,2,CD Guarulhos,Guarulhos,SP,CD Manaus,Manaus,AM,2026-03-01 19:05:12,2026-03-07 19:05:12,2026-03-03 19:05:12,675.01,614.515
6,613,Murilo Sousa,Andrade,GO,29,Iveco Tector 240E30,KIW4424,3,CD Sorocaba,Sorocaba,SP,CD Fortaleza,Fortaleza,CE,2026-01-08 12:38:21,2026-01-10 12:38:21,2026-01-22 12:38:21,922.81,1689.656
113,613,Murilo Sousa,Andrade,GO,12,Renault Kwid,FSP8142,1,CD Ribeirão Preto,Ribeirão Preto,SP,CD Rondonópolis,Rondonópolis,MT,2026-05-15 12:12:08,2026-05-30 12:12:08,,43.39,32.181
176,613,Murilo Sousa,Andrade,GO,2,Fiat Uno,PLK0996,1,CD Juazeiro,Juazeiro,BA,CD Rio de Janeiro,Rio de Janeiro,RJ,2026-02-13 01:40:18,2026-02-22 01:40:18,2026-02-21 01:40:18,38.58,32.743
79,618,Luiz Felipe da Conceição,Camargo,RS,30,DAF XF 480,KSZ8486,3,CD Contagem,Contagem,MG,CD Itajaí,Itajaí,SC,2026-06-20 18:39:35,2026-06-23 18:39:35,,1441.86,1842.585
677,618,Luiz Felipe da Conceição,Camargo,RS,19,Ford Ranger,YTU8726,2,CD Manaus,Manaus,AM,CD Camaçari,Camaçari,BA,2026-02-04 18:53:52,2026-02-19 18:53:52,,805.72,851.0
234,619,Srta. Melina Casa Grande,Porto de Fonseca,MG,26,Volkswagen Constellation 24.280,AEV8053,3,CD Jaboatão dos Guararapes,Jaboatão dos Guararapes,PE,CD Porto Velho,Porto Velho,RO,2026-05-07 23:54:42,2026-05-19 23:54:42,2026-05-09 23:54:42,1160.04,1337.07
439,619,Srta. Melina Casa Grande,Porto de Fonseca,MG,27,Scania P320,DCB9288,3,CD Campinas,Campinas,SP,CD Mossoró,Mossoró,RN,2026-06-12 21:48:02,2026-06-23 21:48:02,,867.1,1676.653
